created,district,email,id,last_modified,name_first,name_last,roles_teacher_credentials_district_username,roles_teacher_legacy_id,roles_teacher_school,roles_teacher_schools,roles_teacher_sis_id,roles_teacher_state_id,roles_teacher_teacher_number,roles_teacher_title,school_id,school_name,name_middle
2021-03-10T03:18:12.722Z,5940d0b58ec81e0001541ef3,alexander.martinez.130226@example.com,60482973a24d9900a0a49c5f,2021-03-10T03:18:12.722Z,Alexander,Martinez,"",5940d26a480568ae7e003bd6,5940d254203e37907e000100,5940d254203e37907e000100,130226,53618974,130226,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.724Z,5940d0b58ec81e0001541ef3,madison.anderson.130356@example.com,60482973a24d9900a0a49c60,2021-03-10T03:18:12.724Z,Madison,Anderson,"",5940d26b480568ae7e003c0a,5940d254203e37907e000100,5940d254203e37907e000100,130356,54425508,130356,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.726Z,5940d0b58ec81e0001541ef3,sadurniño.brown.130522@example.com,60482973a24d9900a0a49c61,2021-03-10T03:18:12.726Z,Sadurniño,Brown,"",5940d26b480568ae7e003c2b,5940d254203e37907e000100,5940d254203e37907e000100,130522,51240623,130522,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.727Z,5940d0b58ec81e0001541ef3,sofia.keihanaikukauakahihuliheekahaunaele.132214@example.com,60482973a24d9900a0a49c62,2021-03-10T03:18:12.727Z,Sofia,Keihanaikukauakahihuliheekahaunaele,"",5940d26b480568ae7e003cd7,5940d254203e37907e000100,5940d254203e37907e000100,132214,53846336,132214,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.729Z,5940d0b58ec81e0001541ef3,bartholomew.taylor.134596@example.com,60482973a24d9900a0a49c63,2021-03-10T03:18:12.729Z,Bartholomew,Taylor,"",5940d26b480568ae7e003d26,5940d254203e37907e000100,5940d254203e37907e000100,134596,50064086,134596,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.732Z,5940d0b58ec81e0001541ef3,michael.castañeda.134859@example.com,60482973a24d9900a0a49c64,2021-03-10T03:18:12.732Z,Michael,Castañeda,"",5940d26b480568ae7e003da7,5940d254203e37907e000100,5940d254203e37907e000100,134859,53716782,134859,Substitute,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.735Z,5940d0b58ec81e0001541ef3,james.jackson.135119@example.com,60482973a24d9900a0a49c65,2021-03-10T03:18:12.735Z,James,Jackson,"",5940d26b480568ae7e003e10,5940d254203e37907e000100,5940d254203e37907e000100,135119,54020903,135119,Administrator,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.737Z,5940d0b58ec81e0001541ef3,noah.wilson.135489@example.com,60482973a24d9900a0a49c66,2021-03-10T03:18:12.737Z,Noah,Wilson,"",5940d26c480568ae7e003e79,5940d254203e37907e000100,5940d254203e37907e000100,135489,54166409,135489,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.739Z,5940d0b58ec81e0001541ef3,daniel.jones.135704@example.com,60482973a24d9900a0a49c67,2021-03-10T03:18:12.739Z,Daniel,Jones,"",5940d26c480568ae7e003ea2,5940d254203e37907e000100,5940d254203e37907e000100,135704,54613518,135704,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.741Z,5940d0b58ec81e0001541ef3,charlotte.anderson.135846@example.com,60482973a24d9900a0a49c68,2021-03-10T03:18:12.741Z,Charlotte,Anderson,"",5940d26c480568ae7e003eb2,5940d254203e37907e000100,5940d254203e37907e000100,135846,52748178,135846,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.742Z,5940d0b58ec81e0001541ef3,mary jane.moore.136017@example.com,60482973a24d9900a0a49c69,2021-03-10T03:18:12.742Z,Mary Jane,Moore,"",5940d26c480568ae7e003ec4,5940d254203e37907e000100,5940d254203e37907e000100,136017,54755819,136017,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.744Z,5940d0b58ec81e0001541ef3,benjamin.thomas.135993@example.com,60482973a24d9900a0a49c6a,2021-03-10T03:18:12.744Z,Benjamin,Thomas,"",5940d26c480568ae7e003ec2,5940d254203e37907e000100,5940d254203e37907e000100,135993,53188144,135993,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.746Z,5940d0b58ec81e0001541ef3,anthony.jackson.109253@example.com,60482973a24d9900a0a49c6b,2021-03-10T03:18:12.746Z,Anthony,Jackson,"",5940d268480568ae7e00361a,5940d254203e37907e000100,5940d254203e37907e000100,109253,51961883,109253,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.748Z,5940d0b58ec81e0001541ef3,x.martinez.138768@example.com,60482973a24d9900a0a49c6c,2021-03-10T03:18:12.748Z,X,Martinez,"",5940d26c480568ae7e003f2c,5940d254203e37907e000100,5940d254203e37907e000100,138768,"",138768,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.749Z,5940d0b58ec81e0001541ef3,daniel.li.138808@example.com,60482973a24d9900a0a49c6d,2021-03-10T03:18:12.749Z,Daniel,Li,"",5940d26c480568ae7e003f30,5940d254203e37907e000100,5940d254203e37907e000100,138808,"",138808,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.752Z,5940d0b58ec81e0001541ef3,ella.williams.139398@example.com,60482973a24d9900a0a49c6e,2021-03-10T03:18:12.752Z,Ella,Williams,"",5940d26c480568ae7e003f95,5940d254203e37907e000100,5940d254203e37907e000100,139398,"",139398,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.754Z,5940d0b58ec81e0001541ef3,ethan.johnson.012939@example.com,60482973a24d9900a0a49c6f,2021-03-10T03:18:12.754Z,Ethan,Johnson,"",5940d260480568ae7e00210b,5940d254203e37907e000100,5940d254203e37907e000100,012939,53410905,012939,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.756Z,5940d0b58ec81e0001541ef3,jacob.jinglehimerschmidt.013395@example.com,60482973a24d9900a0a49c70,2021-03-10T03:18:12.756Z,Jacob,Jinglehimerschmidt,"",5940d260480568ae7e002111,5940d254203e37907e000100,5940d254203e37907e000100,013395,50813426,013395,"",5940d254203e37907e0000f8,Cowlgiant,Dogtime
2021-03-10T03:18:12.757Z,5940d0b58ec81e0001541ef3,emily.johnson.019376@example.com,60482973a24d9900a0a49c71,2021-03-10T03:18:12.757Z,Emily,Johnson,"",5940d260480568ae7e00213f,5940d254203e37907e000100,5940d254203e37907e000100,019376,50091716,019376,Administrator,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.760Z,5940d0b58ec81e0001541ef3,aiden.garcia.021054@example.com,60482973a24d9900a0a49c72,2021-03-10T03:18:12.760Z,Aiden,Garcia,"",5940d260480568ae7e00215a,5940d254203e37907e000100,5940d254203e37907e000100,021054,51079782,021054,"",5940d254203e37907e0000f8,Cowlgiant,Pumasky
2021-03-10T03:18:12.762Z,5940d0b58ec81e0001541ef3,isabella.wilson.025358@example.com,60482973a24d9900a0a49c73,2021-03-10T03:18:12.762Z,Isabella,Wilson,"",5940d260480568ae7e0021d9,5940d254203e37907e000100,5940d254203e37907e000100,025358,50661517,025358,Secretary,5940d254203e37907e0000f8,Cowlgiant,Lynxbloom
2021-03-10T03:18:12.764Z,5940d0b58ec81e0001541ef3,avery.robinson.028987@example.com,60482973a24d9900a0a49c74,2021-03-10T03:18:12.764Z,Avery,Robinson,"",5940d260480568ae7e002258,5940d254203e37907e000100,5940d254203e37907e000100,028987,50200223,028987,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.766Z,5940d0b58ec81e0001541ef3,john-paul.miller.030759@example.com,60482973a24d9900a0a49c75,2021-03-10T03:18:12.766Z,John-Paul,Miller,"",5940d261480568ae7e0022bd,5940d254203e37907e000100,5940d254203e37907e000100,030759,50261513,030759,Teacher,5940d254203e37907e0000f8,Cowlgiant,Scalestar
2021-03-10T03:18:12.768Z,5940d0b58ec81e0001541ef3,mary jane.moore.031427@example.com,60482973a24d9900a0a49c76,2021-03-10T03:18:12.768Z,Mary Jane,Moore,"",5940d261480568ae7e0022df,5940d254203e37907e000100,5940d254203e37907e000100,031427,50672699,031427,"",5940d254203e37907e0000f8,Cowlgiant,Cowlhorse
2021-03-10T03:18:12.769Z,5940d0b58ec81e0001541ef3,emma.jinglehimer'schmidt.032048@example.com,60482973a24d9900a0a49c77,2021-03-10T03:18:12.769Z,Emma,Jinglehimer'schmidt,"",5940d261480568ae7e002315,5940d254203e37907e000100,5940d254203e37907e000100,032048,50929122,032048,"",5940d254203e37907e0000f8,Cowlgiant,Ogresheer
2021-03-10T03:18:12.771Z,5940d0b58ec81e0001541ef3,emma.jinglehimerschmidt.032643@example.com,60482973a24d9900a0a49c78,2021-03-10T03:18:12.771Z,Emma,Jinglehimerschmidt,"",5940d261480568ae7e00233d,5940d254203e37907e000100,5940d254203e37907e000100,032643,50501622,032643,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.774Z,5940d0b58ec81e0001541ef3,ava.johnson.033357@example.com,60482973a24d9900a0a49c79,2021-03-10T03:18:12.774Z,Ava,Johnson,"",5940d261480568ae7e00235e,5940d254203e37907e000100,5940d254203e37907e000100,033357,50390516,033357,"",5940d254203e37907e0000f8,Cowlgiant,Warlocktiny
2021-03-10T03:18:12.776Z,5940d0b58ec81e0001541ef3,ella.castañeda.033457@example.com,60482973a24d9900a0a49c7a,2021-03-10T03:18:12.776Z,Ella,Castañeda,"",5940d261480568ae7e002372,5940d254203e37907e000100,5940d254203e37907e000100,033457,50474699,033457,"",5940d254203e37907e0000f8,Cowlgiant,Shrieksand
2021-03-10T03:18:12.778Z,5940d0b58ec81e0001541ef3,elizabeth.jinglehimer schmidt.035010@example.com,60482973a24d9900a0a49c7b,2021-03-10T03:18:12.778Z,Elizabeth,Jinglehimer schmidt,"",5940d261480568ae7e0023fe,5940d254203e37907e000100,5940d254203e37907e000100,035010,50403026,035010,"",5940d254203e37907e0000f8,Cowlgiant,Followerwave
2021-03-10T03:18:12.780Z,5940d0b58ec81e0001541ef3,mia.keihanaikukauakahihuliheekahaunaele.035077@example.com,60482973a24d9900a0a49c7c,2021-03-10T03:18:12.780Z,Mia,Keihanaikukauakahihuliheekahaunaele,"",5940d261480568ae7e002402,5940d254203e37907e000100,5940d254203e37907e000100,035077,53649449,035077,"",5940d254203e37907e0000f8,Cowlgiant,Princedew
2021-03-10T03:18:12.781Z,5940d0b58ec81e0001541ef3,john-paul.thompson.036057@example.com,60482973a24d9900a0a49c7d,2021-03-10T03:18:12.781Z,John-Paul,Thompson,"",5940d261480568ae7e00244b,5940d254203e37907e000100,5940d254203e37907e000100,036057,50768314,036057,Administrator,5940d254203e37907e0000f8,Cowlgiant,Armberyl
2021-03-10T03:18:12.783Z,5940d0b58ec81e0001541ef3,lily.thompson.036246@example.com,60482973a24d9900a0a49c7e,2021-03-10T03:18:12.783Z,Lily,Thompson,"",5940d261480568ae7e002463,5940d254203e37907e000100,5940d254203e37907e000100,036246,50219527,036246,"",5940d254203e37907e0000f8,Cowlgiant,Scourgesteel
2021-03-10T03:18:12.786Z,5940d0b58ec81e0001541ef3,emily.davis.036868@example.com,60482973a24d9900a0a49c7f,2021-03-10T03:18:12.786Z,Emily,Davis,"",5940d261480568ae7e002487,5940d254203e37907e000100,5940d254203e37907e000100,036868,50013326,036868,"",5940d254203e37907e0000f8,Cowlgiant,Centaurblack
2021-03-10T03:18:12.789Z,5940d0b58ec81e0001541ef3,zoeey.jones.037592@example.com,60482973a24d9900a0a49c80,2021-03-10T03:18:12.789Z,Zoeey,Jones,"",5940d261480568ae7e0024cd,5940d254203e37907e000100,5940d254203e37907e000100,037592,50225524,037592,Teacher,5940d254203e37907e0000f8,Cowlgiant,Tongueruby
2021-03-10T03:18:12.790Z,5940d0b58ec81e0001541ef3,jacob.o.038190@example.com,60482973a24d9900a0a49c81,2021-03-10T03:18:12.790Z,Jacob,O,"",5940d261480568ae7e0024f1,5940d254203e37907e000100,5940d254203e37907e000100,038190,50262817,038190,Teacher,5940d254203e37907e0000f8,Cowlgiant,Foxnight
2021-03-10T03:18:12.792Z,5940d0b58ec81e0001541ef3,alexander.johnson.038419@example.com,60482973a24d9900a0a49c82,2021-03-10T03:18:12.792Z,Alexander,Johnson,"",5940d261480568ae7e002508,5940d254203e37907e000100,5940d254203e37907e000100,038419,50267418,038419,"",5940d254203e37907e0000f8,Cowlgiant,Headsugar
2021-03-10T03:18:12.794Z,5940d0b58ec81e0001541ef3,mia.martinez.038628@example.com,60482973a24d9900a0a49c83,2021-03-10T03:18:12.794Z,Mia,Martinez,"",5940d261480568ae7e002520,5940d254203e37907e000100,5940d254203e37907e000100,038628,53434643,038628,"",5940d254203e37907e0000f8,Cowlgiant,Whimseyazure
2021-03-10T03:18:12.795Z,5940d0b58ec81e0001541ef3,chloe.jackson.038782@example.com,60482973a24d9900a0a49c84,2021-03-10T03:18:12.795Z,Chloe,Jackson,"",5940d261480568ae7e00252f,5940d254203e37907e000100,5940d254203e37907e000100,038782,50069014,038782,Teacher,5940d254203e37907e0000f8,Cowlgiant,Raptorvanilla
2021-03-10T03:18:12.798Z,5940d0b58ec81e0001541ef3,matthew.jinglehimer'schmidt.039418@example.com,60482973a24d9900a0a49c85,2021-03-10T03:18:12.798Z,Matthew,Jinglehimer'schmidt,"",5940d262480568ae7e002567,5940d254203e37907e000100,5940d254203e37907e000100,039418,50572215,039418,Teacher,5940d254203e37907e0000f8,Cowlgiant,Wizardballistic
2021-03-10T03:18:12.800Z,5940d0b58ec81e0001541ef3,daniel.anderson.040584@example.com,60482973a24d9900a0a49c86,2021-03-10T03:18:12.800Z,Daniel,Anderson,"",5940d262480568ae7e0025dc,5940d254203e37907e000100,5940d254203e37907e000100,040584,50716327,040584,Teacher,5940d254203e37907e0000f8,Cowlgiant,Dukebow
2021-03-10T03:18:12.802Z,5940d0b58ec81e0001541ef3,david.moore.040780@example.com,60482973a24d9900a0a49c87,2021-03-10T03:18:12.802Z,David,Moore,"",5940d262480568ae7e0025f8,5940d254203e37907e000100,5940d254203e37907e000100,040780,50639221,040780,Teacher,5940d254203e37907e0000f8,Cowlgiant,Roarerhickory
2021-03-10T03:18:12.804Z,5940d0b58ec81e0001541ef3,alexander.harris.041141@example.com,60482973a24d9900a0a49c88,2021-03-10T03:18:12.804Z,Alexander,Harris,"",5940d262480568ae7e002622,5940d254203e37907e000100,5940d254203e37907e000100,041141,53140545,041141,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.805Z,5940d0b58ec81e0001541ef3,william.miller.041597@example.com,60482973a24d9900a0a49c89,2021-03-10T03:18:12.805Z,William,Miller,"",5940d262480568ae7e002654,5940d254203e37907e000100,5940d254203e37907e000100,041597,50529825,041597,Teacher,5940d254203e37907e0000f8,Cowlgiant,Fincanyon
2021-03-10T03:18:12.807Z,5940d0b58ec81e0001541ef3,a.keihanaikukauakahihuliheekahaunaele.041844@example.com,60482973a24d9900a0a49c8a,2021-03-10T03:18:12.807Z,A,Keihanaikukauakahihuliheekahaunaele,"",5940d262480568ae7e002663,5940d254203e37907e000100,5940d254203e37907e000100,041844,50162614,041844,Teacher,5940d254203e37907e0000f8,Cowlgiant,Salmonriver
2021-03-10T03:18:12.809Z,5940d0b58ec81e0001541ef3,john-paul.davis.042186@example.com,60482973a24d9900a0a49c8b,2021-03-10T03:18:12.809Z,John-Paul,Davis,"",5940d262480568ae7e002689,5940d254203e37907e000100,5940d254203e37907e000100,042186,50960216,042186,Teacher,5940d254203e37907e0000f8,Cowlgiant,Spikerune
2021-03-10T03:18:12.812Z,5940d0b58ec81e0001541ef3,john-paul.miller.043623@example.com,60482973a24d9900a0a49c8c,2021-03-10T03:18:12.812Z,John-Paul,Miller,"",5940d262480568ae7e00271c,5940d254203e37907e000100,5940d254203e37907e000100,043623,50114925,043623,"",5940d254203e37907e0000f8,Cowlgiant,Waspwarp
2021-03-10T03:18:12.814Z,5940d0b58ec81e0001541ef3,x.miller.045973@example.com,60482973a24d9900a0a49c8d,2021-03-10T03:18:12.814Z,X,Miller,"",5940d263480568ae7e002807,5940d254203e37907e000100,5940d254203e37907e000100,045973,50793119,045973,"",5940d254203e37907e0000f8,Cowlgiant,Warriorrust
2021-03-10T03:18:12.816Z,5940d0b58ec81e0001541ef3,aiden.brown.046746@example.com,60482973a24d9900a0a49c8e,2021-03-10T03:18:12.816Z,Aiden,Brown,"",5940d263480568ae7e002862,5940d254203e37907e000100,5940d254203e37907e000100,046746,50684017,046746,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.818Z,5940d0b58ec81e0001541ef3,alexander.jinglehimer schmidt.046759@example.com,60482973a24d9900a0a49c8f,2021-03-10T03:18:12.818Z,Alexander,Jinglehimer schmidt,"",5940d263480568ae7e002864,5940d254203e37907e000100,5940d254203e37907e000100,046759,51448409,046759,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.820Z,5940d0b58ec81e0001541ef3,sadurniño.o.047863@example.com,60482973a24d9900a0a49c90,2021-03-10T03:18:12.820Z,Sadurniño,O,"",5940d263480568ae7e0028d0,5940d254203e37907e000100,5940d254203e37907e000100,047863,50464417,047863,Teacher,5940d254203e37907e0000f8,Cowlgiant,Roversalt
2021-03-10T03:18:12.822Z,5940d0b58ec81e0001541ef3,natalie.li.047897@example.com,60482973a24d9900a0a49c91,2021-03-10T03:18:12.822Z,Natalie,Li,"",5940d263480568ae7e0028d9,5940d254203e37907e000100,5940d254203e37907e000100,047897,50728624,047897,Teacher,5940d254203e37907e0000f8,Cowlgiant,Pegasusindigo
2021-03-10T03:18:12.824Z,5940d0b58ec81e0001541ef3,jayden.brown.048085@example.com,60482973a24d9900a0a49c92,2021-03-10T03:18:12.824Z,Jayden,Brown,"",5940d263480568ae7e0028ff,5940d254203e37907e000100,5940d254203e37907e000100,048085,50825025,048085,"",5940d254203e37907e0000f8,Cowlgiant,Warriorgrass
2021-03-10T03:18:12.825Z,5940d0b58ec81e0001541ef3,elijah.miller.048911@example.com,60482973a24d9900a0a49c93,2021-03-10T03:18:12.825Z,Elijah,Miller,"",5940d263480568ae7e002968,5940d254203e37907e000100,5940d254203e37907e000100,048911,53411401,048911,"",5940d254203e37907e0000f8,Cowlgiant,Songberyl
2021-03-10T03:18:12.827Z,5940d0b58ec81e0001541ef3,zoeey.smith.049196@example.com,60482973a24d9900a0a49c94,2021-03-10T03:18:12.827Z,Zoeey,Smith,"",5940d263480568ae7e002980,5940d254203e37907e000100,5940d254203e37907e000100,049196,50629725,049196,"",5940d254203e37907e0000f8,Cowlgiant,Ninjayellow
2021-03-10T03:18:12.830Z,5940d0b58ec81e0001541ef3,ella.brown.049560@example.com,60482973a24d9900a0a49c95,2021-03-10T03:18:12.830Z,Ella,Brown,"",5940d263480568ae7e0029ba,5940d254203e37907e000100,5940d254203e37907e000100,049560,50201426,049560,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.832Z,5940d0b58ec81e0001541ef3,jayden.williams.052254@example.com,60482973a24d9900a0a49c96,2021-03-10T03:18:12.832Z,Jayden,Williams,"",5940d263480568ae7e002a0f,5940d254203e37907e000100,5940d254203e37907e000100,052254,50766211,052254,Teacher,5940d254203e37907e0000f8,Cowlgiant,Beakcrazy
2021-03-10T03:18:12.834Z,5940d0b58ec81e0001541ef3,jayden.jinglehimer schmidt.073069@example.com,60482973a24d9900a0a49c97,2021-03-10T03:18:12.834Z,Jayden,Jinglehimer schmidt,"",5940d263480568ae7e002a4b,5940d254203e37907e000100,5940d254203e37907e000100,073069,53937449,073069,"",5940d254203e37907e0000f8,Cowlgiant,Gempitch
2021-03-10T03:18:12.835Z,5940d0b58ec81e0001541ef3,john-paul.smith.073736@example.com,60482973a24d9900a0a49c98,2021-03-10T03:18:12.835Z,John-Paul,Smith,"",5940d264480568ae7e002a74,5940d254203e37907e000100,5940d254203e37907e000100,073736,53253247,073736,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.838Z,5940d0b58ec81e0001541ef3,emma.castañeda.076232@example.com,60482973a24d9900a0a49c99,2021-03-10T03:18:12.838Z,Emma,Castañeda,"",5940d264480568ae7e002af4,5940d254203e37907e000100,5940d254203e37907e000100,076232,50610825,076232,Teacher,5940d254203e37907e0000f8,Cowlgiant,Trackerslime
2021-03-10T03:18:12.840Z,5940d0b58ec81e0001541ef3,elijah.robinson.076755@example.com,60482973a24d9900a0a49c9a,2021-03-10T03:18:12.840Z,Elijah,Robinson,"",5940d264480568ae7e002b1d,5940d254203e37907e000100,5940d254203e37907e000100,076755,50893019,076755,Teacher,5940d254203e37907e0000f8,Cowlgiant,Bonetwisty
2021-03-10T03:18:12.842Z,5940d0b58ec81e0001541ef3,abigail.white.077075@example.com,60482973a24d9900a0a49c9b,2021-03-10T03:18:12.842Z,Abigail,White,"",5940d264480568ae7e002b46,5940d254203e37907e000100,5940d254203e37907e000100,077075,50523323,077075,Teacher,5940d254203e37907e0000f8,Cowlgiant,Foelunar
2021-03-10T03:18:12.843Z,5940d0b58ec81e0001541ef3,bartholomew.garcia.081162@example.com,60482973a24d9900a0a49c9c,2021-03-10T03:18:12.843Z,Bartholomew,Garcia,"",5940d264480568ae7e002c31,5940d254203e37907e000100,5940d254203e37907e000100,081162,50985416,081162,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.846Z,5940d0b58ec81e0001541ef3,benjamin.white.081571@example.com,60482973a24d9900a0a49c9d,2021-03-10T03:18:12.846Z,Benjamin,White,"",5940d264480568ae7e002c51,5940d254203e37907e000100,5940d254203e37907e000100,081571,51142804,081571,Teacher,5940d254203e37907e0000f8,Cowlgiant,Koalatulip
2021-03-10T03:18:12.848Z,5940d0b58ec81e0001541ef3,addison.moore.082044@example.com,60482973a24d9900a0a49c9e,2021-03-10T03:18:12.848Z,Addison,Moore,"",5940d264480568ae7e002c6f,5940d254203e37907e000100,5940d254203e37907e000100,082044,50773512,082044,Teacher,5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.850Z,5940d0b58ec81e0001541ef3,daniel.martinez.082086@example.com,60482973a24d9900a0a49c9f,2021-03-10T03:18:12.850Z,Daniel,Martinez,"",5940d264480568ae7e002c77,5940d254203e37907e000100,5940d254203e37907e000100,082086,50527024,082086,Teacher,5940d254203e37907e0000f8,Cowlgiant,Centaurstump
2021-03-10T03:18:12.851Z,5940d0b58ec81e0001541ef3,zoeey.moore.082193@example.com,60482973a24d9900a0a49ca0,2021-03-10T03:18:12.851Z,Zoeey,Moore,"",5940d264480568ae7e002c99,5940d254203e37907e000100,5940d254203e37907e000100,082193,50658918,082193,"",5940d254203e37907e0000f8,Cowlgiant,
2021-03-10T03:18:12.854Z,5940d0b58ec81e0001541ef3,olivia.anderson.082217@example.com,60482973a24d9900a0a49ca1,2021-03-10T03:18:12.854Z,Olivia,Anderson,"",5940d264480568ae7e002ca4,5940d254203e37907e000100,5940d254203e37907e000100,082217,50488019,082217,"",5940d254203e37907e0000f8,Cowlgiant,Monkeymetal
2021-03-10T03:18:12.856Z,5940d0b58ec81e0001541ef3,lily.harris.082276@example.com,60482973a24d9900a0a49ca2,2021-03-10T03:18:12.856Z,Lily,Harris,"",5940d264480568ae7e002cb7,5940d254203e37907e000100,5940d254203e37907e000100,082276,50025926,082276,Teacher,5940d254203e37907e0000f8,Cowlgiant,Scowlsteel
2021-03-10T03:18:12.858Z,5940d0b58ec81e0001541ef3,mia.harris.082805@example.com,60482973a24d9900a0a49ca3,2021-03-10T03:18:12.858Z,Mia,Harris,"",5940d265480568ae7e002d1b,5940d254203e37907e000100,5940d254203e37907e000100,082805,50296714,082805,"",5940d254203e37907e0000f8,Cowlgiant,Roarerpeat
